STATISTIC,Statistic Label,TLIST(A1),Year,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,4,Dangerous or negligent acts ,Number,1859
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,5,Kidnapping and related offences ,Number,17
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,71
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,7,Burglary and related offences ,Number,568
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,8,Theft and related offences ,Number,2884
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,9,"Fraud, deception and related offences ",Number,363
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,10,Controlled drug offences ,Number,2013
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,11,Weapons and explosives offences ,Number,273
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,12,Damage to property and to the environment  offences ,Number,869
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,13,Public order and other social code offences ,Number,5996
RCD06C03,Detected crime incidents,2018,2018,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,891
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,1,Homicide & related offences ,Number,14
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,2,Sexual offences ,Number,243
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1823
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,4,Dangerous or negligent acts ,Number,1971
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,5,Kidnapping and related offences ,Number,10
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,97
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,7,Burglary and related offences ,Number,636
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,8,Theft and related offences ,Number,4386
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,9,"Fraud, deception and related offences ",Number,357
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,10,Controlled drug offences ,Number,4813
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,11,Weapons and explosives offences ,Number,351
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,1012
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,13,Public order and other social code offences ,Number,4955
RCD06C03,Detected crime incidents,2018,2018,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1300
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,1,Homicide & related offences ,Number,19
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,2,Sexual offences ,Number,183
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1917
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,4,Dangerous or negligent acts ,Number,1938
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,5,Kidnapping and related offences ,Number,13
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,119
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,7,Burglary and related offences ,Number,665
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,8,Theft and related offences ,Number,5199
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,9,"Fraud, deception and related offences ",Number,336
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,10,Controlled drug offences ,Number,3891
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,11,Weapons and explosives offences ,Number,371
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,12,Damage to property and to the environment  offences ,Number,1105
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,13,Public order and other social code offences ,Number,7589
RCD06C03,Detected crime incidents,2018,2018,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1633
RCD06C03,Detected crime incidents,2018,2018,IE0,State,1,Homicide & related offences ,Number,72
RCD06C03,Detected crime incidents,2018,2018,IE0,State,2,Sexual offences ,Number,853
RCD06C03,Detected crime incidents,2018,2018,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,7103
RCD06C03,Detected crime incidents,2018,2018,IE0,State,4,Dangerous or negligent acts ,Number,7241
RCD06C03,Detected crime incidents,2018,2018,IE0,State,5,Kidnapping and related offences ,Number,52
RCD06C03,Detected crime incidents,2018,2018,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,768
RCD06C03,Detected crime incidents,2018,2018,IE0,State,7,Burglary and related offences ,Number,3075
RCD06C03,Detected crime incidents,2018,2018,IE0,State,8,Theft and related offences ,Number,23467
RCD06C03,Detected crime incidents,2018,2018,IE0,State,9,"Fraud, deception and related offences ",Number,1831
RCD06C03,Detected crime incidents,2018,2018,IE0,State,10,Controlled drug offences ,Number,16873
RCD06C03,Detected crime incidents,2018,2018,IE0,State,11,Weapons and explosives offences ,Number,1924
RCD06C03,Detected crime incidents,2018,2018,IE0,State,12,Damage to property and to the environment  offences ,Number,4400
RCD06C03,Detected crime incidents,2018,2018,IE0,State,13,Public order and other social code offences ,Number,26944
RCD06C03,Detected crime incidents,2018,2018,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,9359
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,20
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,2,Sexual offences ,Number,248
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1745
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,1651
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,12
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,449
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,1072
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,10990
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,874
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,7733
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,979
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,1542
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,8840
RCD06C03,Detected crime incidents,2019,2019,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,5880
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,1,Homicide & related offences ,Number,10
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,2,Sexual offences ,Number,190
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,2072
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,4,Dangerous or negligent acts ,Number,1943
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,5,Kidnapping and related offences ,Number,9
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,89
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,7,Burglary and related offences ,Number,464
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,8,Theft and related offences ,Number,2969
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,9,"Fraud, deception and related offences ",Number,415
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,10,Controlled drug offences ,Number,2601
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,11,Weapons and explosives offences ,Number,324
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,12,Damage to property and to the environment  offences ,Number,1075
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,13,Public order and other social code offences ,Number,6456
RCD06C03,Detected crime incidents,2019,2019,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1059
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,1,Homicide & related offences ,Number,8
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,2,Sexual offences ,Number,228
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1944
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,4,Dangerous or negligent acts ,Number,2045
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,5,Kidnapping and related offences ,Number,10
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,111
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,7,Burglary and related offences ,Number,642
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,8,Theft and related offences ,Number,4753
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,9,"Fraud, deception and related offences ",Number,452
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,10,Controlled drug offences ,Number,5612
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,11,Weapons and explosives offences ,Number,348
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,1042
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,13,Public order and other social code offences ,Number,5276
RCD06C03,Detected crime incidents,2019,2019,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1326
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,1,Homicide & related offences ,Number,17
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,2,Sexual offences ,Number,234
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,2111
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,4,Dangerous or negligent acts ,Number,1985
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,5,Kidnapping and related offences ,Number,10
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,135
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,7,Burglary and related offences ,Number,589
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,8,Theft and related offences ,Number,4829
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,9,"Fraud, deception and related offences ",Number,472
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,10,Controlled drug offences ,Number,4080
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,11,Weapons and explosives offences ,Number,421
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,12,Damage to property and to the environment  offences ,Number,1125
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,13,Public order and other social code offences ,Number,7136
RCD06C03,Detected crime incidents,2019,2019,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1439
RCD06C03,Detected crime incidents,2019,2019,IE0,State,1,Homicide & related offences ,Number,55
RCD06C03,Detected crime incidents,2019,2019,IE0,State,2,Sexual offences ,Number,900
RCD06C03,Detected crime incidents,2019,2019,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,7872
RCD06C03,Detected crime incidents,2019,2019,IE0,State,4,Dangerous or negligent acts ,Number,7624
RCD06C03,Detected crime incidents,2019,2019,IE0,State,5,Kidnapping and related offences ,Number,41
RCD06C03,Detected crime incidents,2019,2019,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,784
RCD06C03,Detected crime incidents,2019,2019,IE0,State,7,Burglary and related offences ,Number,2767
RCD06C03,Detected crime incidents,2019,2019,IE0,State,8,Theft and related offences ,Number,23541
RCD06C03,Detected crime incidents,2019,2019,IE0,State,9,"Fraud, deception and related offences ",Number,2213
RCD06C03,Detected crime incidents,2019,2019,IE0,State,10,Controlled drug offences ,Number,20026
RCD06C03,Detected crime incidents,2019,2019,IE0,State,11,Weapons and explosives offences ,Number,2072
RCD06C03,Detected crime incidents,2019,2019,IE0,State,12,Damage to property and to the environment  offences ,Number,4784
RCD06C03,Detected crime incidents,2019,2019,IE0,State,13,Public order and other social code offences ,Number,27708
RCD06C03,Detected crime incidents,2019,2019,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,9704
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,22
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,2,Sexual offences ,Number,225
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,2078
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,2090
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,28
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,423
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,1202
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,9153
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,825
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,8897
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,1106
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,1782
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,9908
RCD06C03,Detected crime incidents,2020,2020,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,3295
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,1,Homicide & related offences ,Number,12
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,2,Sexual offences ,Number,125
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1790
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,4,Dangerous or negligent acts ,Number,1908
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,5,Kidnapping and related offences ,Number,19
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,49
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,7,Burglary and related offences ,Number,377
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,8,Theft and related offences ,Number,2428
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,9,"Fraud, deception and related offences ",Number,400
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,10,Controlled drug offences ,Number,3087
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,11,Weapons and explosives offences ,Number,383
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,12,Damage to property and to the environment  offences ,Number,916
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,13,Public order and other social code offences ,Number,4823
RCD06C03,Detected crime incidents,2020,2020,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,913
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,1,Homicide & related offences ,Number,16
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,2,Sexual offences ,Number,270
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1942
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,4,Dangerous or negligent acts ,Number,1901
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,5,Kidnapping and related offences ,Number,10
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,103
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,7,Burglary and related offences ,Number,510
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,8,Theft and related offences ,Number,3587
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,9,"Fraud, deception and related offences ",Number,450
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,10,Controlled drug offences ,Number,4704
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,11,Weapons and explosives offences ,Number,454
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,1144
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,13,Public order and other social code offences ,Number,4334
RCD06C03,Detected crime incidents,2020,2020,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1192
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,1,Homicide & related offences ,Number,17
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,2,Sexual offences ,Number,201
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1810
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,4,Dangerous or negligent acts ,Number,1781
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,5,Kidnapping and related offences ,Number,14
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,101
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,7,Burglary and related offences ,Number,564
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,8,Theft and related offences ,Number,4176
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,9,"Fraud, deception and related offences ",Number,447
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,10,Controlled drug offences ,Number,4806
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,11,Weapons and explosives offences ,Number,503
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,12,Damage to property and to the environment  offences ,Number,1034
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,13,Public order and other social code offences ,Number,6095
RCD06C03,Detected crime incidents,2020,2020,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1208
RCD06C03,Detected crime incidents,2020,2020,IE0,State,1,Homicide & related offences ,Number,67
RCD06C03,Detected crime incidents,2020,2020,IE0,State,2,Sexual offences ,Number,821
RCD06C03,Detected crime incidents,2020,2020,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,7620
RCD06C03,Detected crime incidents,2020,2020,IE0,State,4,Dangerous or negligent acts ,Number,7680
RCD06C03,Detected crime incidents,2020,2020,IE0,State,5,Kidnapping and related offences ,Number,71
RCD06C03,Detected crime incidents,2020,2020,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,676
RCD06C03,Detected crime incidents,2020,2020,IE0,State,7,Burglary and related offences ,Number,2653
RCD06C03,Detected crime incidents,2020,2020,IE0,State,8,Theft and related offences ,Number,19344
RCD06C03,Detected crime incidents,2020,2020,IE0,State,9,"Fraud, deception and related offences ",Number,2122
RCD06C03,Detected crime incidents,2020,2020,IE0,State,10,Controlled drug offences ,Number,21494
RCD06C03,Detected crime incidents,2020,2020,IE0,State,11,Weapons and explosives offences ,Number,2446
RCD06C03,Detected crime incidents,2020,2020,IE0,State,12,Damage to property and to the environment  offences ,Number,4876
RCD06C03,Detected crime incidents,2020,2020,IE0,State,13,Public order and other social code offences ,Number,25160
RCD06C03,Detected crime incidents,2020,2020,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,6608
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,18
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,2,Sexual offences ,Number,255
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1795
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,1800
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,15
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,327
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,771
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,7752
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,700
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,6805
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,912
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,1603
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,8652
RCD06C03,Detected crime incidents,2021,2021,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,3774
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,1,Homicide & related offences ,Number,10
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,2,Sexual offences ,Number,166
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1761
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,4,Dangerous or negligent acts ,Number,1934
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,5,Kidnapping and related offences ,Number,12
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,37
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,7,Burglary and related offences ,Number,241
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,8,Theft and related offences ,Number,1901
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,9,"Fraud, deception and related offences ",Number,305
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,10,Controlled drug offences ,Number,2527
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,11,Weapons and explosives offences ,Number,299
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,12,Damage to property and to the environment  offences ,Number,825
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,13,Public order and other social code offences ,Number,4808
RCD06C03,Detected crime incidents,2021,2021,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1023
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,1,Homicide & related offences ,Number,13
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,2,Sexual offences ,Number,273
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,2006
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,4,Dangerous or negligent acts ,Number,1826
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,5,Kidnapping and related offences ,Number,21
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,86
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,7,Burglary and related offences ,Number,439
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,8,Theft and related offences ,Number,3268
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,9,"Fraud, deception and related offences ",Number,376
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,10,Controlled drug offences ,Number,4334
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,11,Weapons and explosives offences ,Number,320
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,954
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,13,Public order and other social code offences ,Number,4513
RCD06C03,Detected crime incidents,2021,2021,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1225
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,1,Homicide & related offences ,Number,12
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,2,Sexual offences ,Number,204
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1800
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,4,Dangerous or negligent acts ,Number,1668
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,5,Kidnapping and related offences ,Number,17
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,84
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,7,Burglary and related offences ,Number,422
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,8,Theft and related offences ,Number,3389
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,9,"Fraud, deception and related offences ",Number,359
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,10,Controlled drug offences ,Number,4556
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,11,Weapons and explosives offences ,Number,385
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,12,Damage to property and to the environment  offences ,Number,1053
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,13,Public order and other social code offences ,Number,6277
RCD06C03,Detected crime incidents,2021,2021,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1185
RCD06C03,Detected crime incidents,2021,2021,IE0,State,1,Homicide & related offences ,Number,53
RCD06C03,Detected crime incidents,2021,2021,IE0,State,2,Sexual offences ,Number,898
RCD06C03,Detected crime incidents,2021,2021,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,7362
RCD06C03,Detected crime incidents,2021,2021,IE0,State,4,Dangerous or negligent acts ,Number,7228
RCD06C03,Detected crime incidents,2021,2021,IE0,State,5,Kidnapping and related offences ,Number,65
RCD06C03,Detected crime incidents,2021,2021,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,534
RCD06C03,Detected crime incidents,2021,2021,IE0,State,7,Burglary and related offences ,Number,1873
RCD06C03,Detected crime incidents,2021,2021,IE0,State,8,Theft and related offences ,Number,16310
RCD06C03,Detected crime incidents,2021,2021,IE0,State,9,"Fraud, deception and related offences ",Number,1740
RCD06C03,Detected crime incidents,2021,2021,IE0,State,10,Controlled drug offences ,Number,18222
RCD06C03,Detected crime incidents,2021,2021,IE0,State,11,Weapons and explosives offences ,Number,1916
RCD06C03,Detected crime incidents,2021,2021,IE0,State,12,Damage to property and to the environment  offences ,Number,4435
RCD06C03,Detected crime incidents,2021,2021,IE0,State,13,Public order and other social code offences ,Number,24250
RCD06C03,Detected crime incidents,2021,2021,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,7207
RCD06C03,Detected crime incidents,2022,2022,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,18
RCD06C03,Detected crime incidents,2022,2022,10,Dublin Metropolitan Region,2,Sexual offences ,Number,225
RCD06C03,Detected crime incidents,2022,2022,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,1781
RCD06C03,Detected crime incidents,2022,2022,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,1785
RCD06C03,Detected crime incidents,2022,2022,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,24
