STATISTIC,Statistic Label,TLIST(A1),Year,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,2,Sexual offences ,Number,70
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,484
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,133
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,4
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,131
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,557
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,2591
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,206
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,503
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,84
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,620
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,762
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,681
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,2,Sexual offences ,Number,65
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,415
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,4,Dangerous or negligent acts ,Number,204
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,16
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,7,Burglary and related offences ,Number,250
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,8,Theft and related offences ,Number,709
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,9,"Fraud, deception and related offences ",Number,103
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,10,Controlled drug offences ,Number,212
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,11,Weapons and explosives offences ,Number,38
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,12,Damage to property and to the environment  offences ,Number,362
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,13,Public order and other social code offences ,Number,666
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,156
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,2,Sexual offences ,Number,65
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,371
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,4,Dangerous or negligent acts ,Number,182
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,5,Kidnapping and related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,20
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,7,Burglary and related offences ,Number,313
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,8,Theft and related offences ,Number,968
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,9,"Fraud, deception and related offences ",Number,106
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,10,Controlled drug offences ,Number,398
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,11,Weapons and explosives offences ,Number,35
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,369
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,13,Public order and other social code offences ,Number,468
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,202
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,2,Sexual offences ,Number,63
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,376
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,4,Dangerous or negligent acts ,Number,192
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,20
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,7,Burglary and related offences ,Number,229
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,8,Theft and related offences ,Number,984
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,9,"Fraud, deception and related offences ",Number,89
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,10,Controlled drug offences ,Number,342
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,11,Weapons and explosives offences ,Number,39
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,12,Damage to property and to the environment  offences ,Number,380
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,13,Public order and other social code offences ,Number,721
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,259
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,2,Sexual offences ,Number,66
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,413
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,4,Dangerous or negligent acts ,Number,175
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,50
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,7,Burglary and related offences ,Number,347
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,8,Theft and related offences ,Number,1371
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,9,"Fraud, deception and related offences ",Number,129
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,10,Controlled drug offences ,Number,374
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,11,Weapons and explosives offences ,Number,50
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,12,Damage to property and to the environment  offences ,Number,440
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,13,Public order and other social code offences ,Number,654
RCD06C02,"Recorded crime incident rate per 100,000 people",2018,2018,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,340
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,2,Sexual offences ,Number,76
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,539
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,142
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,115
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,556
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,2669
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,254
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,602
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,91
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,639
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,788
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,745
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,2,Sexual offences ,Number,68
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,437
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,4,Dangerous or negligent acts ,Number,201
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,21
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,7,Burglary and related offences ,Number,222
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,8,Theft and related offences ,Number,702
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,9,"Fraud, deception and related offences ",Number,127
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,10,Controlled drug offences ,Number,265
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,11,Weapons and explosives offences ,Number,43
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,12,Damage to property and to the environment  offences ,Number,375
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,13,Public order and other social code offences ,Number,686
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,205
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,2,Sexual offences ,Number,64
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,364
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,4,Dangerous or negligent acts ,Number,181
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,5,Kidnapping and related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,20
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,7,Burglary and related offences ,Number,322
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,8,Theft and related offences ,Number,972
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,9,"Fraud, deception and related offences ",Number,124
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,10,Controlled drug offences ,Number,450
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,11,Weapons and explosives offences ,Number,37
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,359
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,13,Public order and other social code offences ,Number,481
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,221
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,2,Sexual offences ,Number,62
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,412
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,4,Dangerous or negligent acts ,Number,185
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,23
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,7,Burglary and related offences ,Number,206
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,8,Theft and related offences ,Number,915
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,9,"Fraud, deception and related offences ",Number,120
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,10,Controlled drug offences ,Number,355
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,11,Weapons and explosives offences ,Number,41
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,12,Damage to property and to the environment  offences ,Number,364
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,13,Public order and other social code offences ,Number,655
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,226
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,2,Sexual offences ,Number,68
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,440
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,4,Dangerous or negligent acts ,Number,175
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,47
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,7,Burglary and related offences ,Number,338
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,8,Theft and related offences ,Number,1375
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,9,"Fraud, deception and related offences ",Number,160
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,10,Controlled drug offences ,Number,430
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,11,Weapons and explosives offences ,Number,54
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,12,Damage to property and to the environment  offences ,Number,442
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,13,Public order and other social code offences ,Number,653
RCD06C02,"Recorded crime incident rate per 100,000 people",2019,2019,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,365
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,2,Sexual offences ,Number,68
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,474
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,172
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,4
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,90
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,365
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,1962
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,234
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,684
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,96
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,558
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,815
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,367
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,2,Sexual offences ,Number,58
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,374
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,4,Dangerous or negligent acts ,Number,196
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,5,Kidnapping and related offences ,Number,4
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,12
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,7,Burglary and related offences ,Number,144
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,8,Theft and related offences ,Number,543
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,9,"Fraud, deception and related offences ",Number,136
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,10,Controlled drug offences ,Number,317
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,11,Weapons and explosives offences ,Number,47
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,12,Damage to property and to the environment  offences ,Number,328
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,13,Public order and other social code offences ,Number,516
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,138
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,2,Sexual offences ,Number,62
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,322
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,4,Dangerous or negligent acts ,Number,163
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,5,Kidnapping and related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,16
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,7,Burglary and related offences ,Number,183
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,8,Theft and related offences ,Number,700
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,9,"Fraud, deception and related offences ",Number,126
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,10,Controlled drug offences ,Number,377
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,11,Weapons and explosives offences ,Number,46
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,326
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,13,Public order and other social code offences ,Number,395
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,157
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,1,Homicide & related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,2,Sexual offences ,Number,56
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,337
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,4,Dangerous or negligent acts ,Number,167
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,5,Kidnapping and related offences ,Number,2
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,16
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,7,Burglary and related offences ,Number,146
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,8,Theft and related offences ,Number,714
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,9,"Fraud, deception and related offences ",Number,118
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,10,Controlled drug offences ,Number,417
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,11,Weapons and explosives offences ,Number,50
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,12,Damage to property and to the environment  offences ,Number,314
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,13,Public order and other social code offences ,Number,552
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,187
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,2,Sexual offences ,Number,61
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,379
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,4,Dangerous or negligent acts ,Number,174
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,36
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,7,Burglary and related offences ,Number,216
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,8,Theft and related offences ,Number,1023
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,9,"Fraud, deception and related offences ",Number,156
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,10,Controlled drug offences ,Number,460
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,11,Weapons and explosives offences ,Number,61
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,12,Damage to property and to the environment  offences ,Number,388
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,13,Public order and other social code offences ,Number,577
RCD06C02,"Recorded crime incident rate per 100,000 people",2020,2020,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,219
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,1
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,2,Sexual offences ,Number,76
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,474
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,150
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,3
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,81
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,252
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,1775
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,435
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,531
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,80
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,542
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,728
RCD06C02,"Recorded crime incident rate per 100,000 people",2021,2021,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,431
